field	asl	initial	promptgroup	prompt	special	pp	interest	base	size	extra	menu
HIHI			GUI_ALARMS	"Hihi Alarm Limit"		TRUE	1				
HOPR			GUI_DISPLAY	"High Operating Range"			1				
HSV			GUI_ALARMS	"High Severity"		TRUE	1				menuAlarmSevr
HYST			GUI_ALARMS	"Alarm Deadband"			1				
INIT				"Initialized?"	SPC_NOMOD		3				
IVOA			GUI_OUTPUT	"INVALID output action"			2				menuIvoa
IVOV			GUI_OUTPUT	"INVALID output value"			2				
LALM				"Last Value Alarmed"	SPC_NOMOD		3				
LBRK				"LastBreak Point"	SPC_NOMOD		3				
LCNT				"Lock Count"	SPC_NOMOD		2				
LINR			GUI_CONVERT	"Linearization"	SPC_LINCONV	TRUE	1				menuConvert
LLSV			GUI_ALARMS	"Lolo Severity"		TRUE	1				menuAlarmSevr
LOLO			GUI_ALARMS	"Lolo Alarm Limit"		TRUE	1				
LOPR			GUI_DISPLAY	"Low Operating Range"			1				
LOW			GUI_ALARMS	"Low Alarm Limit"		TRUE	1				
LSET				"Lock Set"	SPC_NOMOD		4			"struct lockRecord *lset"	
LSV			GUI_ALARMS	"Low Severity"		TRUE	1				menuAlarmSevr
MDEL			GUI_DISPLAY	"Monitor Deadband"			1				
MLIS				"Monitor List"	SPC_NOMOD		4			"ELLLIST          mlis"	
MLOK				"Monitor lock"	SPC_NOMOD		4			"epicsMutexId     mlok"	
MLST				"Last Val Monitored"	SPC_NOMOD		3				
NAME				"Record Name"	SPC_NOMOD				61		
NSEV				"New Alarm Severity"	SPC_NOMOD		2				menuAlarmSevr
NSTA				"New Alarm Status"	SPC_NOMOD		2				menuAlarmStat
OIF			GUI_OUTPUT	"Out Full/Incremental"			1				aoOIF
OMOD				"Was OVAL modified?"	SPC_NOMOD						
OMSL			GUI_OUTPUT	"Output Mode Select"			1				menuOmsl
ORAW				"Previous Raw Value"	SPC_NOMOD		3				
ORBV				"Prev Readback Value"	SPC_NOMOD		3				
OROC			GUI_OUTPUT	"Output Rate of Chang"			1				
OUT			GUI_OUTPUT	"Output Specification"			1				
OVAL				"Output Value"							
PACT				"Record active"	SPC_NOMOD		1				
PBRK				"Ptrto brkTable"	SPC_NOMOD		4			"void *   pbrk"	
PHAS			GUI_SCAN	"Scan Phase"	SPC_SCAN		1				
PINI			GUI_SCAN	"Process at iocInit"			1				menuPini
PPN				"addr of PUTNOTIFY"	SPC_NOMOD		4			"struct putNotify *ppn"	
PPNR				"pputNotifyRecord"	SPC_NOMOD		4			"struct putNotifyRecord *ppnr"	
PREC			GUI_DISPLAY	"Display Precision"			1				
PRIO			GUI_SCAN	"Scheduling Priority"	SPC_SCAN		1				menuPriority
PROC				"Force Processing"		TRUE	3				
PUTF				"dbPutField process"	SPC_NOMOD		1				
PVAL				"Previous value"	SPC_NOMOD		3				
RBV				"Readback Value"	SPC_NOMOD						
RDES				"Address of dbRecordType"	SPC_NOMOD		4			"struct dbRecordType *rdes"	
ROFF				"Raw Offset, obsolete"		TRUE	2				
RPRO				"Reprocess "	SPC_NOMOD		1				
RSET				"Address of RSET"	SPC_NOMOD		4			"struct rset      *rset"	
RVAL				"Current Raw Value"		TRUE					
SCAN			GUI_SCAN	"Scan Mechanism"	SPC_SCAN		1				menuScan
SDIS			GUI_SCAN	"Scanning Disable"			1				
SEVR		"INVALID"		"Alarm Severity"	SPC_NOMOD						menuAlarmSevr
SIML			GUI_INPUTS	"Sim Mode Location"			1				
SIMM				"Simulation Mode"			1				menuYesNo
SIMS			GUI_INPUTS	"Sim mode Alarm Svrty"			2				menuAlarmSevr
SIOL			GUI_INPUTS	"Sim Output Specifctn"			1				
SPVT				"Scan Private"	SPC_NOMOD		4			"struct scan_element *spvt"	
STAT		"UDF"		"Alarm Status"	SPC_NOMOD						menuAlarmStat
TIME				"Time"	SPC_NOMOD		2			"epicsTimeStamp   time"	
TPRO				"Trace Processing"							
TSE			GUI_SCAN	"Time Stamp Event"			1				
TSEL			GUI_SCAN	"Time Stamp Link"			1				
UDF		"1"	GUI_COMMON	"Undefined"		TRUE	1				
VAL	ASL0		GUI_OUTPUT	"Desired Output"		TRUE					
