field	asl	initial	promptgroup	prompt	special	pp	interest	base	size	extra	menu
D16CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d16ca"	
D16CV	ASL0			"Current Value"	SPC_NOMOD		1				
D16DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d16da"	
D16EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D16HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D16LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D16LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D16NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D16NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D16PR	ASL0		GUI_HIST	"Display Precision"			1				
D16PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D17CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d17ca"	
D17CV	ASL0			"Current Value"	SPC_NOMOD		1				
D17DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d17da"	
D17EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D17HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D17LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D17LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D17NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D17NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D17PR	ASL0		GUI_HIST	"Display Precision"			1				
D17PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D18CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d18ca"	
D18CV	ASL0			"Current Value"	SPC_NOMOD		1				
D18DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d18da"	
D18EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D18HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D18LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D18LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D18NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D18NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D18PR	ASL0		GUI_HIST	"Display Precision"			1				
D18PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D19CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d19ca"	
D19CV	ASL0			"Current Value"	SPC_NOMOD		1				
D19DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d19da"	
D19EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D19HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D19LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D19LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D19NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D19NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D19PR	ASL0		GUI_HIST	"Display Precision"			1				
D19PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D20CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d20ca"	
D20CV	ASL0			"Current Value"	SPC_NOMOD		1				
D20DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d20da"	
D20EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D20HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D20LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D20LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D20NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D20NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D20PR	ASL0		GUI_HIST	"Display Precision"			1				
D20PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D21CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d21ca"	
D21CV	ASL0			"Current Value"	SPC_NOMOD		1				
D21DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d21da"	
D21EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D21HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D21LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D21LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D21NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D21NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D21PR	ASL0		GUI_HIST	"Display Precision"			1				
D21PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D22CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d22ca"	
D22CV	ASL0			"Current Value"	SPC_NOMOD		1				
D22DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d22da"	
D22EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D22HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D22LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D22LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D22NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D22NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D22PR	ASL0		GUI_HIST	"Display Precision"			1				
D22PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D23CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d23ca"	
D23CV	ASL0			"Current Value"	SPC_NOMOD		1				
D23DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d23da"	
D23EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D23HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D23LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D23LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D23NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D23NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D23PR	ASL0		GUI_HIST	"Display Precision"			1				
D23PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D24CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d24ca"	
D24CV	ASL0			"Current Value"	SPC_NOMOD		1				
D24DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d24da"	
D24EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D24HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D24LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D24LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D24NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D24NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D24PR	ASL0		GUI_HIST	"Display Precision"			1				
D24PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D25CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d25ca"	
D25CV	ASL0			"Current Value"	SPC_NOMOD		1				
D25DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d25da"	
D25EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D25HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D25LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D25LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D25NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D25NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D25PR	ASL0		GUI_HIST	"Display Precision"			1				
D25PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D26CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d26ca"	
D26CV	ASL0			"Current Value"	SPC_NOMOD		1				
D26DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d26da"	
D26EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D26HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D26LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D26LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D26NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D26NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D26PR	ASL0		GUI_HIST	"Display Precision"			1				
D26PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D27CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d27ca"	
D27CV	ASL0			"Current Value"	SPC_NOMOD		1				
D27DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d27da"	
D27EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D27HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D27LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D27LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D27NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D27NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D27PR	ASL0		GUI_HIST	"Display Precision"			1				
D27PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D28CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d28ca"	
D28CV	ASL0			"Current Value"	SPC_NOMOD		1				
D28DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d28da"	
D28EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D28HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D28LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D28LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D28NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D28NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D28PR	ASL0		GUI_HIST	"Display Precision"			1				
D28PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D29CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d29ca"	
D29CV	ASL0			"Current Value"	SPC_NOMOD		1				
D29DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d29da"	
D29EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D29HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D29LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D29LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D29NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D29NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D29PR	ASL0		GUI_HIST	"Display Precision"			1				
D29PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D30CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d30ca"	
D30CV	ASL0			"Current Value"	SPC_NOMOD		1				
D30DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d30da"	
D30EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D30HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D30LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D30LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D30NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D30NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D30PR	ASL0		GUI_HIST	"Display Precision"			1				
D30PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D31CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d31ca"	
D31CV	ASL0			"Current Value"	SPC_NOMOD		1				
D31DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d31da"	
D31EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D31HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D31LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D31LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D31NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D31NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D31PR	ASL0		GUI_HIST	"Display Precision"			1				
D31PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D32CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d32ca"	
D32CV	ASL0			"Current Value"	SPC_NOMOD		1				
D32DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d32da"	
D32EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D32HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D32LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D32LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D32NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D32NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D32PR	ASL0		GUI_HIST	"Display Precision"			1				
D32PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D33CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d33ca"	
D33CV	ASL0			"Current Value"	SPC_NOMOD		1				
D33DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d33da"	
D33EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D33HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D33LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D33LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D33NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D33NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D33PR	ASL0		GUI_HIST	"Display Precision"			1				
D33PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D34CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d34ca"	
D34CV	ASL0			"Current Value"	SPC_NOMOD		1				
D34DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d34da"	
D34EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D34HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D34LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
