field	asl	initial	promptgroup	prompt	special	pp	interest	base	size	extra	menu
INPJ			GUI_CALC	"Input J"	SPC_MOD		1				
INPK			GUI_CALC	"Input K"	SPC_MOD		1				
INPL			GUI_CALC	"Input L"	SPC_MOD		1				
IVOA			GUI_OUTPUT	"INVALID output action"			2				menuIvoa
IVOV			GUI_OUTPUT	"INVALID output value"			2				
J				"Value of Input J"		TRUE					
JJ	ASL0			"Value of array input"	SPC_DBADDR	TRUE				"double *jj"	
K				"Value of Input K"		TRUE					
KK	ASL0			"Value of array input"	SPC_DBADDR	TRUE				"double *kk"	
L				"Value of Input L"		TRUE					
LALM				"Last Value Alarmed"	SPC_NOMOD		3				
LCNT				"Lock Count"	SPC_NOMOD		2				
LL	ASL0			"Value of array input"	SPC_DBADDR	TRUE				"double *ll"	
LLSV			GUI_ALARMS	"Lolo Severity"		TRUE	1				menuAlarmSevr
LOLO			GUI_ALARMS	"Lolo Alarm Limit"		TRUE	1				
LOPR			GUI_DISPLAY	"Low Operating Range"			1				
LOW			GUI_ALARMS	"Low Alarm Limit"		TRUE	1				
LSET				"Lock Set"	SPC_NOMOD		4			"struct lockRecord *lset"	
LSV			GUI_ALARMS	"Low Severity"		TRUE	1				menuAlarmSevr
MDEL			GUI_DISPLAY	"Monitor Deadband"			1				
MLIS				"Monitor List"	SPC_NOMOD		4			"ELLLIST          mlis"	
MLOK				"Monitor lock"	SPC_NOMOD		4			"epicsMutexId     mlok"	
MLST				"Last Val Monitored"	SPC_NOMOD		3				
NAME				"Record Name"	SPC_NOMOD				61		
NELM		"1"	GUI_WAVE	"Number of Elements"	SPC_NOMOD		1				
NEW	ASL0			"new array value mask"	SPC_NOMOD						
NSEV				"New Alarm Severity"	SPC_NOMOD		2				menuAlarmSevr
NSTA				"New Alarm Status"	SPC_NOMOD		2				menuAlarmStat
NUSE		"0"	GUI_WAVE	"# elem's in use"	SPC_MOD	TRUE	1				
OAV	ASL0			"Output array value"	SPC_DBADDR	TRUE				"double *oav"	
OCAL			GUI_CALC	"Output Calculation"	SPC_MOD	TRUE			36		
OCLV				"OCAL Valid"			1				
ODLY	ASL0		GUI_ALARMS	"Output Execute Delay"			1				
OEVT	ASL0		GUI_CLOCK	"Event To Issue"							
OOPT			GUI_CALC	"Output Execute Opt"			1				acalcoutOOPT
ORPC				"Reverse Polish OCalc"	SPC_NOMOD		4			"char     orpc[240]"	
OUT			GUI_OUTPUT	"Output Link"	SPC_MOD		1				
OUTV				"OUT PV Status"	SPC_NOMOD		1				acalcoutINAV
OVAL	ASL0			"Output Value"							
PA				"Prev Value of A"	SPC_NOMOD		3				
PAA	ASL0			"Prev Val of array input"						"double *paa"	
PACT				"Record active"	SPC_NOMOD		1				
PAVL	ASL0			"Prev. Array Value"		TRUE				"double *pavl"	
PB				"Prev Value of B"	SPC_NOMOD		3				
PC				"Prev Value of C"	SPC_NOMOD		3				
PD				"Prev Value of D"	SPC_NOMOD		3				
PE				"Prev Value of E"	SPC_NOMOD		3				
PF				"Prev Value of F"	SPC_NOMOD		3				
PG				"Prev Value of G"	SPC_NOMOD		3				
PH				"Prev Value of H"	SPC_NOMOD		3				
PHAS			GUI_SCAN	"Scan Phase"	SPC_SCAN		1				
PI				"Prev Value of I"	SPC_NOMOD		3				
PINI			GUI_SCAN	"Process at iocInit"			1				menuPini
PJ				"Prev Value of J"	SPC_NOMOD		3				
PK				"Prev Value of K"	SPC_NOMOD		3				
PL				"Prev Value of L"	SPC_NOMOD		3				
POAV	ASL0			"Output array value"		TRUE				"double *poav"	
POVL	ASL0			"Prev Value of OVAL"							
PPN				"addr of PUTNOTIFY"	SPC_NOMOD		4			"struct putNotify *ppn"	
PPNR				"pputNotifyRecord"	SPC_NOMOD		4			"struct putNotifyRecord *ppnr"	
PREC			GUI_DISPLAY	"Display Precision"			1				
PRIO			GUI_SCAN	"Scheduling Priority"	SPC_SCAN		1				menuPriority
PROC				"Force Processing"		TRUE	3				
PUTF				"dbPutField process"	SPC_NOMOD		1				
PVAL				"Previous Value"							
RDES				"Address of dbRecordType"	SPC_NOMOD		4			"struct dbRecordType *rdes"	
RPCL				"Reverse Polish Calc"	SPC_NOMOD		4			"char     rpcl[240]"	
RPRO				"Reprocess "	SPC_NOMOD		1				
RPVT				"Record Private"	SPC_NOMOD		4		4	"void *rpvt"	
RSET				"Address of RSET"	SPC_NOMOD		4			"struct rset      *rset"	
SCAN			GUI_SCAN	"Scan Mechanism"	SPC_SCAN		1				menuScan
SDIS			GUI_SCAN	"Scanning Disable"			1				
SEVR		"INVALID"		"Alarm Severity"	SPC_NOMOD						menuAlarmSevr
SPVT				"Scan Private"	SPC_NOMOD		4			"struct scan_element *spvt"	
STAT		"UDF"		"Alarm Status"	SPC_NOMOD						menuAlarmStat
TIME				"Time"	SPC_NOMOD		2			"epicsTimeStamp   time"	
TPRO				"Trace Processing"							
TSE			GUI_SCAN	"Time Stamp Event"			1				
TSEL			GUI_SCAN	"Time Stamp Link"			1				
UDF		"1"	GUI_COMMON	"Undefined"		TRUE	1				
VAL	ASL0			"Result"							
VERS		"1"		"Code Version"	SPC_NOMOD						
WAIT				"Wait for completion?"			1				acalcoutWAIT
