field	asl	initial	promptgroup	prompt	special	pp	interest	base	size	extra	menu
IGV		"1"		"Input link valid"	SPC_NOMOD		1				transformIAV
IHV		"1"		"Input link valid"	SPC_NOMOD		1				transformIAV
IIV		"1"		"Input link valid"	SPC_NOMOD		1				transformIAV
IJV		"1"		"Input link valid"	SPC_NOMOD		1				transformIAV
IKV		"1"		"Input link valid"	SPC_NOMOD		1				transformIAV
ILV		"1"		"Input link valid"	SPC_NOMOD		1				transformIAV
IMV		"1"		"Input link valid"	SPC_NOMOD		1				transformIAV
INPA			GUI_COMMON	"Input A"	SPC_MOD		1				
INPB			GUI_COMMON	"Input B"	SPC_MOD		1				
INPC			GUI_COMMON	"Input C"	SPC_MOD		1				
INPD			GUI_COMMON	"Input D"	SPC_MOD		1				
INPE			GUI_COMMON	"Input E"	SPC_MOD		1				
INPF			GUI_COMMON	"Input F"	SPC_MOD		1				
INPG			GUI_COMMON	"Input G"	SPC_MOD		1				
INPH			GUI_COMMON	"Input H"	SPC_MOD		1				
INPI			GUI_COMMON	"Input I"	SPC_MOD		1				
INPJ			GUI_COMMON	"Input J"	SPC_MOD		1				
INPK			GUI_COMMON	"Input K"	SPC_MOD		1				
INPL			GUI_COMMON	"Input L"	SPC_MOD		1				
INPM			GUI_COMMON	"Input M"	SPC_MOD		1				
INPN			GUI_COMMON	"Input N"	SPC_MOD		1				
INPO			GUI_COMMON	"Input O"	SPC_MOD		1				
INPP			GUI_COMMON	"Input P"	SPC_MOD		1				
INV		"1"		"Input link valid"	SPC_NOMOD		1				transformIAV
IOV		"1"		"Input link valid"	SPC_NOMOD		1				transformIAV
IPV		"1"		"Input link valid"	SPC_NOMOD		1				transformIAV
IVLA		"0"	GUI_COMMON	"Invalid link action"			1				transformIVLA
J			GUI_COMMON	"Value of J"	SPC_MOD	TRUE					
K			GUI_COMMON	"Value of K"	SPC_MOD	TRUE					
L			GUI_COMMON	"Value of L"	SPC_MOD	TRUE					
LA				"Prev Value of A"	SPC_NOMOD		3				
LB				"Prev Value of B"	SPC_NOMOD		3				
LC				"Prev Value of C"	SPC_NOMOD		3				
LCNT				"Lock Count"	SPC_NOMOD		2				
LD				"Prev Value of D"	SPC_NOMOD		3				
LE				"Prev Value of E"	SPC_NOMOD		3				
LF				"Prev Value of F"	SPC_NOMOD		3				
LG				"Prev Value of G"	SPC_NOMOD		3				
LH				"Prev Value of H"	SPC_NOMOD		3				
LI				"Prev Value of I"	SPC_NOMOD		3				
LJ				"Prev Value of J"	SPC_NOMOD		3				
LK				"Prev Value of K"	SPC_NOMOD		3				
LL				"Prev Value of L"	SPC_NOMOD		3				
LM				"Prev Value of M"	SPC_NOMOD		3				
LN				"Prev Value of N"	SPC_NOMOD		3				
LO				"Prev Value of O"	SPC_NOMOD		3				
LP				"Prev Value of P"	SPC_NOMOD		3				
LSET				"Lock Set"	SPC_NOMOD		4			"struct lockRecord *lset"	
M			GUI_COMMON	"Value of M"	SPC_MOD	TRUE					
MAP			GUI_COMMON	"Input bitmap"			3				
MLIS				"Monitor List"	SPC_NOMOD		4			"ELLLIST          mlis"	
MLOK				"Monitor lock"	SPC_NOMOD		4			"epicsMutexId     mlok"	
N			GUI_COMMON	"Value of N"	SPC_MOD	TRUE					
NAME				"Record Name"	SPC_NOMOD				61		
NSEV				"New Alarm Severity"	SPC_NOMOD		2				menuAlarmSevr
NSTA				"New Alarm Status"	SPC_NOMOD		2				menuAlarmStat
O			GUI_COMMON	"Value of O"	SPC_MOD	TRUE					
OAV		"1"		"Output link valid"	SPC_NOMOD		1				transformIAV
OBV		"1"		"Output link valid"	SPC_NOMOD		1				transformIAV
OCV		"1"		"Output link valid"	SPC_NOMOD		1				transformIAV
ODV		"1"		"Output link valid"	SPC_NOMOD		1				transformIAV
OEV		"1"		"Output link valid"	SPC_NOMOD		1				transformIAV
OFV		"1"		"Output link valid"	SPC_NOMOD		1				transformIAV
OGV		"1"		"Output link valid"	SPC_NOMOD		1				transformIAV
OHV		"1"		"Output link valid"	SPC_NOMOD		1				transformIAV
OIV		"1"		"Output link valid"	SPC_NOMOD		1				transformIAV
OJV		"1"		"Output link valid"	SPC_NOMOD		1				transformIAV
OKV		"1"		"Output link valid"	SPC_NOMOD		1				transformIAV
OLV		"1"		"Output link valid"	SPC_NOMOD		1				transformIAV
OMV		"1"		"Output link valid"	SPC_NOMOD		1				transformIAV
ONV		"1"		"Output link valid"	SPC_NOMOD		1				transformIAV
OOV		"1"		"Output link valid"	SPC_NOMOD		1				transformIAV
OPV		"1"		"Output link valid"	SPC_NOMOD		1				transformIAV
OUTA			GUI_COMMON	"Output A"	SPC_MOD		1				
OUTB			GUI_COMMON	"Output B"	SPC_MOD		1				
OUTC			GUI_COMMON	"Output C"	SPC_MOD		1				
OUTD			GUI_COMMON	"Output D"	SPC_MOD		1				
OUTE			GUI_COMMON	"Output E"	SPC_MOD		1				
OUTF			GUI_COMMON	"Output F"	SPC_MOD		1				
OUTG			GUI_COMMON	"Output G"	SPC_MOD		1				
OUTH			GUI_COMMON	"Output H"	SPC_MOD		1				
OUTI			GUI_COMMON	"Output I"	SPC_MOD		1				
OUTJ			GUI_COMMON	"Output J"	SPC_MOD		1				
OUTK			GUI_COMMON	"Output K"	SPC_MOD		1				
OUTL			GUI_COMMON	"Output L"	SPC_MOD		1				
OUTM			GUI_COMMON	"Output M"	SPC_MOD		1				
OUTN			GUI_COMMON	"Output N"	SPC_MOD		1				
OUTO			GUI_COMMON	"Output O"	SPC_MOD		1				
OUTP			GUI_COMMON	"Output P"	SPC_MOD		1				
P			GUI_COMMON	"Value of P"	SPC_MOD	TRUE					
PACT				"Record active"	SPC_NOMOD		1				
PHAS			GUI_SCAN	"Scan Phase"	SPC_SCAN		1				
PINI			GUI_SCAN	"Process at iocInit"			1				menuPini
PPN				"addr of PUTNOTIFY"	SPC_NOMOD		4			"struct putNotify *ppn"	
PPNR				"pputNotifyRecord"	SPC_NOMOD		4			"struct putNotifyRecord *ppnr"	
PREC			GUI_COMMON	"Display Precision"			1				
PRIO			GUI_SCAN	"Scheduling Priority"	SPC_SCAN		1				menuPriority
PROC				"Force Processing"		TRUE	3				
PUTF				"dbPutField process"	SPC_NOMOD		1				
RDES				"Address of dbRecordType"	SPC_NOMOD		4			"struct dbRecordType *rdes"	
RPCA				"Postfix Calc A"	SPC_NOMOD		4			"char     rpca[240]"	
RPCB				"Postfix Calc B"	SPC_NOMOD		4			"char     rpcb[240]"	
RPCC				"Postfix Calc C"	SPC_NOMOD		4			"char     rpcc[240]"	
RPCD				"Postfix Calc D"	SPC_NOMOD		4			"char     rpcd[240]"	
RPCE				"Postfix Calc E"	SPC_NOMOD		4			"char     rpce[240]"	
RPCF				"Postfix Calc F"	SPC_NOMOD		4			"char     rpcf[240]"	
RPCG				"Postfix Calc G"	SPC_NOMOD		4			"char     rpcg[240]"	
RPCH				"Postfix Calc H"	SPC_NOMOD		4			"char     rpch[240]"	
RPCI				"Postfix Calc I"	SPC_NOMOD		4			"char     rpci[240]"	
RPCJ				"Postfix Calc J"	SPC_NOMOD		4			"char     rpcj[240]"	
RPCK				"Postfix Calc K"	SPC_NOMOD		4			"char     rpck[240]"	
RPCL				"Postfix Calc L"	SPC_NOMOD		4			"char     rpcl[240]"	
RPCM				"Postfix Calc M"	SPC_NOMOD		4			"char     rpcm[240]"	
RPCN				"Postfix Calc N"	SPC_NOMOD		4			"char     rpcn[240]"	
RPCO				"Postfix Calc O"	SPC_NOMOD		4			"char     rpco[240]"	
RPCP				"Postfix Calc P"	SPC_NOMOD		4			"char     rpcp[240]"	
RPRO				"Reprocess "	SPC_NOMOD		1				
RPVT				"Record Private"	SPC_NOMOD		4		4	"void *         rpvt"	
RSET				"Address of RSET"	SPC_NOMOD		4			"struct rset      *rset"	
SCAN			GUI_SCAN	"Scan Mechanism"	SPC_SCAN		1				menuScan
SDIS			GUI_SCAN	"Scanning Disable"			1				
SEVR		"INVALID"		"Alarm Severity"	SPC_NOMOD						menuAlarmSevr
SPVT				"Scan Private"	SPC_NOMOD		4			"struct scan_element *spvt"	
STAT		"UDF"		"Alarm Status"	SPC_NOMOD						menuAlarmStat
TIME				"Time"	SPC_NOMOD		2			"epicsTimeStamp   time"	
TPRO				"Trace Processing"							
TSE			GUI_SCAN	"Time Stamp Event"			1				
TSEL			GUI_SCAN	"Time Stamp Link"			1				
UDF		"1"	GUI_COMMON	"Undefined"		TRUE	1				
VAL				"Result"							
VERS		"1"		"Code Version"	SPC_NOMOD						
