field	asl	initial	promptgroup	prompt	special	pp	interest	base	size	extra	menu
NOH		"1"	GUI_WAVE	"Max. elements in H"	SPC_NOMOD		1				
NOI		"1"	GUI_WAVE	"Max. elements in I"	SPC_NOMOD		1				
NOJ		"1"	GUI_WAVE	"Max. elements in J"	SPC_NOMOD		1				
NOK		"1"	GUI_WAVE	"Max. elements in K"	SPC_NOMOD		1				
NOL		"1"	GUI_WAVE	"Max. elements in L"	SPC_NOMOD		1				
NOM		"1"	GUI_WAVE	"Max. elements in M"	SPC_NOMOD		1				
NON		"1"	GUI_WAVE	"Max. elements in N"	SPC_NOMOD		1				
NOO		"1"	GUI_WAVE	"Max. elements in O"	SPC_NOMOD		1				
NOP		"1"	GUI_WAVE	"Max. elements in P"	SPC_NOMOD		1				
NOQ		"1"	GUI_WAVE	"Max. elements in Q"	SPC_NOMOD		1				
NOR		"1"	GUI_WAVE	"Max. elements in R"	SPC_NOMOD		1				
NOS		"1"	GUI_WAVE	"Max. elements in S"	SPC_NOMOD		1				
NOT		"1"	GUI_WAVE	"Max. elements in T"	SPC_NOMOD		1				
NOU		"1"	GUI_WAVE	"Max. elements in U"	SPC_NOMOD		1				
NOVA		"1"	GUI_WAVE	"Max. elements in VALA"	SPC_NOMOD		1				
NOVB		"1"	GUI_WAVE	"Max. elements in VALB"	SPC_NOMOD		1				
NOVC		"1"	GUI_WAVE	"Max. elements in VALC"	SPC_NOMOD		1				
NOVD		"1"	GUI_WAVE	"Max. elements in VALD"	SPC_NOMOD		1				
NOVE		"1"	GUI_WAVE	"Max. elements in VALE"	SPC_NOMOD		1				
NOVF		"1"	GUI_WAVE	"Max. elements in VALF"	SPC_NOMOD		1				
NOVG		"1"	GUI_WAVE	"Max. elements in VALG"	SPC_NOMOD		1				
NOVH		"1"	GUI_WAVE	"Max. elements in VAlH"	SPC_NOMOD		1				
NOVI		"1"	GUI_WAVE	"Max. elements in VALI"	SPC_NOMOD		1				
NOVJ		"1"	GUI_WAVE	"Max. elements in VALJ"	SPC_NOMOD		1				
NOVK		"1"	GUI_WAVE	"Max. elements in VALK"	SPC_NOMOD		1				
NOVL		"1"	GUI_WAVE	"Max. elements in VALL"	SPC_NOMOD		1				
NOVM		"1"	GUI_WAVE	"Max. elements in VALM"	SPC_NOMOD		1				
NOVN		"1"	GUI_WAVE	"Max. elements in VALN"	SPC_NOMOD		1				
NOVO		"1"	GUI_WAVE	"Max. elements in VALO"	SPC_NOMOD		1				
NOVP		"1"	GUI_WAVE	"Max. elements in VALP"	SPC_NOMOD		1				
NOVQ		"1"	GUI_WAVE	"Max. elements in VALQ"	SPC_NOMOD		1				
NOVR		"1"	GUI_WAVE	"Max. elements in VALR"	SPC_NOMOD		1				
NOVS		"1"	GUI_WAVE	"Max. elements in VALS"	SPC_NOMOD		1				
NOVT		"1"	GUI_WAVE	"Max. elements in VALT"	SPC_NOMOD		1				
NOVU		"1"	GUI_WAVE	"Max. elements in VALU"	SPC_NOMOD		1				
NSEV				"New Alarm Severity"	SPC_NOMOD		2				menuAlarmSevr
NSTA				"New Alarm Status"	SPC_NOMOD		2				menuAlarmStat
O	ASL0			"Input value O"	SPC_DBADDR		2			"void *o"	
ONAM			GUI_SUB	"Old Subr. Name"	SPC_NOMOD		3		41		
ONVA		"1"		"Num. elements in OVLA"	SPC_NOMOD		4				
ONVB		"1"		"Num. elements in OVLB"	SPC_NOMOD		4				
ONVC		"1"		"Num. elements in OVLC"	SPC_NOMOD		4				
ONVD		"1"		"Num. elements in OVLD"	SPC_NOMOD		4				
ONVE		"1"		"Num. elements in OVLE"	SPC_NOMOD		4				
ONVF		"1"		"Num. elements in OVLF"	SPC_NOMOD		4				
ONVG		"1"		"Num. elements in OVLG"	SPC_NOMOD		4				
ONVH		"1"		"Num. elements in VAlH"	SPC_NOMOD		4				
ONVI		"1"		"Num. elements in OVLI"	SPC_NOMOD		4				
ONVJ		"1"		"Num. elements in OVLJ"	SPC_NOMOD		4				
ONVK		"1"		"Num. elements in OVLK"	SPC_NOMOD		4				
ONVL		"1"		"Num. elements in OVLL"	SPC_NOMOD		4				
ONVM		"1"		"Num. elements in OVLM"	SPC_NOMOD		4				
ONVN		"1"		"Num. elements in OVLN"	SPC_NOMOD		4				
ONVO		"1"		"Num. elements in OVLO"	SPC_NOMOD		4				
ONVP		"1"		"Num. elements in OVLP"	SPC_NOMOD		4				
ONVQ		"1"		"Num. elements in OVLQ"	SPC_NOMOD		4				
ONVR		"1"		"Num. elements in OVLR"	SPC_NOMOD		4				
ONVS		"1"		"Num. elements in OVLS"	SPC_NOMOD		4				
ONVT		"1"		"Num. elements in OVLT"	SPC_NOMOD		4				
ONVU		"1"		"Num. elements in OVLU"	SPC_NOMOD		4				
OUTA			GUI_OUTPUT	"Output Link A"			1				
OUTB			GUI_OUTPUT	"Output Link B"			1				
OUTC			GUI_OUTPUT	"Output Link C"			1				
OUTD			GUI_OUTPUT	"Output Link D"			1				
OUTE			GUI_OUTPUT	"Output Link E"			1				
OUTF			GUI_OUTPUT	"Output Link F"			1				
OUTG			GUI_OUTPUT	"Output Link G"			1				
OUTH			GUI_OUTPUT	"Output Link H"			1				
OUTI			GUI_OUTPUT	"Output Link I"			1				
OUTJ			GUI_OUTPUT	"Output Link J"			1				
OUTK			GUI_OUTPUT	"Output Link K"			1				
OUTL			GUI_OUTPUT	"Output Link L"			1				
OUTM			GUI_OUTPUT	"Output Link M"			1				
OUTN			GUI_OUTPUT	"Output Link N"			1				
OUTO			GUI_OUTPUT	"Output Link O"			1				
OUTP			GUI_OUTPUT	"Output Link P"			1				
OUTQ			GUI_OUTPUT	"Output Link Q"			1				
OUTR			GUI_OUTPUT	"Output Link R"			1				
OUTS			GUI_OUTPUT	"Output Link S"			1				
OUTT			GUI_OUTPUT	"Output Link T"			1				
OUTU			GUI_OUTPUT	"Output Link U"			1				
OVAL				"Old return value"	SPC_NOMOD		3				
OVLA	ASL0			"Old Output A"	SPC_NOMOD		4			"void *ovla"	
OVLB	ASL0			"Old Output B"	SPC_NOMOD		4			"void *ovlb"	
OVLC	ASL0			"Old Output C"	SPC_NOMOD		4			"void *ovlc"	
OVLD	ASL0			"Old Output D"	SPC_NOMOD		4			"void *ovld"	
OVLE	ASL0			"Old Output E"	SPC_NOMOD		4			"void *ovle"	
OVLF	ASL0			"Old Output F"	SPC_NOMOD		4			"void *ovlf"	
OVLG	ASL0			"Old Output G"	SPC_NOMOD		4			"void *ovlg"	
OVLH	ASL0			"Old Output H"	SPC_NOMOD		4			"void *ovlh"	
OVLI	ASL0			"Old Output I"	SPC_NOMOD		4			"void *ovli"	
OVLJ	ASL0			"Old Output J"	SPC_NOMOD		4			"void *ovlj"	
OVLK	ASL0			"Old Output K"	SPC_NOMOD		4			"void *ovlk"	
OVLL	ASL0			"Old Output L"	SPC_NOMOD		4			"void *ovll"	
OVLM	ASL0			"Old Output M"	SPC_NOMOD		4			"void *ovlm"	
OVLN	ASL0			"Old Output N"	SPC_NOMOD		4			"void *ovln"	
OVLO	ASL0			"Old Output O"	SPC_NOMOD		4			"void *ovlo"	
OVLP	ASL0			"Old Output P"	SPC_NOMOD		4			"void *ovlp"	
OVLQ	ASL0			"Old Output Q"	SPC_NOMOD		4			"void *ovlq"	
OVLR	ASL0			"Old Output R"	SPC_NOMOD		4			"void *ovlr"	
OVLS	ASL0			"Old Output S"	SPC_NOMOD		4			"void *ovls"	
OVLT	ASL0			"Old Output T"	SPC_NOMOD		4			"void *ovlt"	
OVLU	ASL0			"Old Output U"	SPC_NOMOD		4			"void *ovlu"	
P	ASL0			"Input value P"	SPC_DBADDR		2			"void *p"	
PACT				"Record active"	SPC_NOMOD		1				
PHAS			GUI_SCAN	"Scan Phase"	SPC_SCAN		1				
PINI			GUI_SCAN	"Process at iocInit"			1				menuPini
PPN				"addr of PUTNOTIFY"	SPC_NOMOD		4			"struct putNotify *ppn"	
PPNR				"pputNotifyRecord"	SPC_NOMOD		4			"struct putNotifyRecord *ppnr"	
PREC			GUI_DISPLAY	"Display Precision"			1				
PRIO			GUI_SCAN	"Scheduling Priority"	SPC_SCAN		1				menuPriority
PROC				"Force Processing"		TRUE	3				
PUTF				"dbPutField process"	SPC_NOMOD		1				
Q	ASL0			"Input value Q"	SPC_DBADDR		2			"void *q"	
R	ASL0			"Input value R"	SPC_DBADDR		2			"void *r"	
RDES				"Address of dbRecordType"	SPC_NOMOD		4			"struct dbRecordType *rdes"	
RPRO				"Reprocess "	SPC_NOMOD		1				
RSET				"Address of RSET"	SPC_NOMOD		4			"struct rset      *rset"	
S	ASL0			"Input value S"	SPC_DBADDR		2			"void *s"	
SADR				"Subroutine Address"	SPC_NOMOD		2			"long (*sadr)(struct aSubRecord *)"	
SCAN			GUI_SCAN	"Scan Mechanism"	SPC_SCAN		1				menuScan
SDIS			GUI_SCAN	"Scanning Disable"			1				
SEVR		"INVALID"		"Alarm Severity"	SPC_NOMOD						menuAlarmSevr
SNAM			GUI_SUB	"Process Subr. Name"	SPC_MOD		1		41		
SPVT				"Scan Private"	SPC_NOMOD		4			"struct scan_element *spvt"	
STAT		"UDF"		"Alarm Status"	SPC_NOMOD						menuAlarmStat
SUBL			GUI_SUB	"Subroutine Name Link"	SPC_NOMOD		1				
T	ASL0			"Input value T"	SPC_DBADDR		2			"void *t"	
TIME				"Time"	SPC_NOMOD		2			"epicsTimeStamp   time"	
TPRO				"Trace Processing"							
TSE			GUI_SCAN	"Time Stamp Event"			1				
TSEL			GUI_SCAN	"Time Stamp Link"			1				
U	ASL0			"Input value U"	SPC_DBADDR		2			"void *u"	
UDF		"1"	GUI_COMMON	"Undefined"		TRUE	1				
VAL	ASL0			"Subr. return value"							
VALA	ASL0			"Output value A"	SPC_DBADDR		2			"void *vala"	
VALB	ASL0			"Output value B"	SPC_DBADDR		2			"void *valb"	
VALC	ASL0			"Output value C"	SPC_DBADDR		2			"void *valc"	
VALD	ASL0			"Output value D"	SPC_DBADDR		2			"void *vald"	
VALE	ASL0			"Output value E"	SPC_DBADDR		2			"void *vale"	
VALF	ASL0			"Output value F"	SPC_DBADDR		2			"void *valf"	
VALG	ASL0			"Output value G"	SPC_DBADDR		2			"void *valg"	
VALH	ASL0			"Output value H"	SPC_DBADDR		2			"void *valh"	
VALI	ASL0			"Output value I"	SPC_DBADDR		2			"void *vali"	
VALJ	ASL0			"Output value J"	SPC_DBADDR		2			"void *valj"	
VALK	ASL0			"Output value K"	SPC_DBADDR		2			"void *valk"	
VALL	ASL0			"Output value L"	SPC_DBADDR		2			"void *vall"	
VALM	ASL0			"Output value M"	SPC_DBADDR		2			"void *valm"	
VALN	ASL0			"Output value N"	SPC_DBADDR		2			"void *valn"	
VALO	ASL0			"Output value O"	SPC_DBADDR		2			"void *valo"	
VALP	ASL0			"Output value P"	SPC_DBADDR		2			"void *valp"	
VALQ	ASL0			"Output value Q"	SPC_DBADDR		2			"void *valq"	
VALR	ASL0			"Output value R"	SPC_DBADDR		2			"void *valr"	
VALS	ASL0			"Output value S"	SPC_DBADDR		2			"void *vals"	
VALT	ASL0			"Output value T"	SPC_DBADDR		2			"void *valt"	
VALU	ASL0			"Output value U"	SPC_DBADDR		2			"void *valu"	
