field	asl	initial	promptgroup	prompt	special	pp	interest	base	size	extra	menu
PUTF				"dbPutField process"	SPC_NOMOD		1				
PVAL				"Previous Value"							
RDES				"Address of dbRecordType"	SPC_NOMOD		4			"struct dbRecordType *rdes"	
RPCL				"Reverse Polish Calc"	SPC_NOMOD		4			"char     rpcl[INFIX_TO_POSTFIX_SIZE(80)]"	
RPRO				"Reprocess "	SPC_NOMOD		1				
RPVT				"Record Private"	SPC_NOMOD		4			"struct rpvtStruct *rpvt"	
RSET				"Address of RSET"	SPC_NOMOD		4			"struct rset      *rset"	
SCAN			GUI_SCAN	"Scan Mechanism"	SPC_SCAN		1				menuScan
SDIS			GUI_SCAN	"Scanning Disable"			1				
SEVR		"INVALID"		"Alarm Severity"	SPC_NOMOD						menuAlarmSevr
SPVT				"Scan Private"	SPC_NOMOD		4			"struct scan_element *spvt"	
STAT		"UDF"		"Alarm Status"	SPC_NOMOD						menuAlarmStat
TIME				"Time"	SPC_NOMOD		2			"epicsTimeStamp   time"	
TPRO				"Trace Processing"							
TSE			GUI_SCAN	"Time Stamp Event"			1				
TSEL			GUI_SCAN	"Time Stamp Link"			1				
UDF		"1"	GUI_COMMON	"Undefined"		TRUE	1				
VAL	ASL0		GUI_OUTPUT	"Result"							
