field	asl	initial	promptgroup	prompt	special	pp	interest	base	size	extra	menu
DOL3V		"1"		"DOL LINK Status"	SPC_NOMOD		1				sseqLNKV
DOL4			GUI_SEQ2	"Input link 4"	SPC_MOD		1				
DOL4V		"1"		"DOL LINK Status"	SPC_NOMOD		1				sseqLNKV
DOL5			GUI_SEQ2	"Input link 5"	SPC_MOD		1				
DOL5V		"1"		"DOL LINK Status"	SPC_NOMOD		1				sseqLNKV
DOL6			GUI_SEQ2	"Input link 6"	SPC_MOD		1				
DOL6V		"1"		"DOL LINK Status"	SPC_NOMOD		1				sseqLNKV
DOL7			GUI_SEQ3	"Input link 7"	SPC_MOD		1				
DOL7V		"1"		"DOL LINK Status"	SPC_NOMOD		1				sseqLNKV
DOL8			GUI_SEQ3	"Input link 8"	SPC_MOD		1				
DOL8V		"1"		"DOL LINK Status"	SPC_NOMOD		1				sseqLNKV
DOL9			GUI_SEQ3	"Input link 9"	SPC_MOD		1				
DOL9V		"1"		"DOL LINK Status"	SPC_NOMOD		1				sseqLNKV
DOLA			GUI_SEQ3	"Input link 10"	SPC_MOD		1				
DOLAV		"1"		"DOL LINK Status"	SPC_NOMOD		1				sseqLNKV
DPVT				"Device Private"	SPC_NOMOD		4			"void             *dpvt"	
DSET				"DSET address"	SPC_NOMOD		4			"struct dset      *dset"	
DT1				"DOL link type"	SPC_NOMOD		4				
DT2				"DOL link type"	SPC_NOMOD		4				
DT3				"DOL link type"	SPC_NOMOD		4				
DT4				"DOL link type"	SPC_NOMOD		4				
DT5				"DOL link type"	SPC_NOMOD		4				
DT6				"DOL link type"	SPC_NOMOD		4				
DT7				"DOL link type"	SPC_NOMOD		4				
DT8				"DOL link type"	SPC_NOMOD		4				
DT9				"DOL link type"	SPC_NOMOD		4				
DTA				"DOL link type"	SPC_NOMOD		4				
DTYP			GUI_LINKS	"Device Type"			1				
EVNT			GUI_SCAN	"Event Number"	SPC_SCAN		1				
FLNK			GUI_LINKS	"Forward Process Link"			1				
IX1		0			SPC_NOMOD		2				
IX2		1			SPC_NOMOD		2				
IX3		2			SPC_NOMOD		2				
IX4		3			SPC_NOMOD		2				
IX5		4			SPC_NOMOD		2				
IX6		5			SPC_NOMOD		2				
IX7		6			SPC_NOMOD		2				
IX8		7			SPC_NOMOD		2				
IX9		8			SPC_NOMOD		2				
IXA		9					2				
LCNT				"Lock Count"	SPC_NOMOD		2				
LNK1			GUI_SEQ1	"Output Link 1"	SPC_MOD		1				
LNK1V		"1"		"LNK LINK Status"	SPC_NOMOD		1				sseqLNKV
LNK2			GUI_SEQ1	"Output Link 2"	SPC_MOD		1				
LNK2V		"1"		"LNK LINK Status"	SPC_NOMOD		1				sseqLNKV
LNK3			GUI_SEQ1	"Output Link 3"	SPC_MOD		1				
LNK3V		"1"		"LNK LINK Status"	SPC_NOMOD		1				sseqLNKV
LNK4			GUI_SEQ2	"Output Link 4"	SPC_MOD		1				
LNK4V		"1"		"LNK LINK Status"	SPC_NOMOD		1				sseqLNKV
LNK5			GUI_SEQ2	"Output Link 5"	SPC_MOD		1				
LNK5V		"1"		"LNK LINK Status"	SPC_NOMOD		1				sseqLNKV
LNK6			GUI_SEQ2	"Output Link 6"	SPC_MOD		1				
LNK6V		"1"		"LNK LINK Status"	SPC_NOMOD		1				sseqLNKV
LNK7			GUI_SEQ3	"Output Link 7"	SPC_MOD		1				
LNK7V		"1"		"LNK LINK Status"	SPC_NOMOD		1				sseqLNKV
LNK8			GUI_SEQ3	"Output Link 8"	SPC_MOD		1				
LNK8V		"1"		"LNK LINK Status"	SPC_NOMOD		1				sseqLNKV
LNK9			GUI_SEQ3	"Output Link 9"	SPC_MOD		1				
LNK9V		"1"		"LNK LINK Status"	SPC_NOMOD		1				sseqLNKV
LNKA			GUI_SEQ3	"Output Link 10"	SPC_MOD		1				
LNKAV		"1"		"LNK LINK Status"	SPC_NOMOD		1				sseqLNKV
LSET				"Lock Set"	SPC_NOMOD		4			"struct lockRecord *lset"	
LT1				"LNK link type"	SPC_NOMOD		4				
LT2				"LNK link type"	SPC_NOMOD		4				
LT3				"LNK link type"	SPC_NOMOD		4				
LT4				"LNK link type"	SPC_NOMOD		4				
LT5				"LNK link type"	SPC_NOMOD		4				
LT6				"LNK link type"	SPC_NOMOD		4				
LT7				"LNK link type"	SPC_NOMOD		4				
LT8				"LNK link type"	SPC_NOMOD		4				
LT9				"LNK link type"	SPC_NOMOD		4				
LTA				"LNK link type"	SPC_NOMOD		4				
MLIS				"Monitor List"	SPC_NOMOD		4			"ELLLIST          mlis"	
MLOK				"Monitor lock"	SPC_NOMOD		4			"epicsMutexId     mlok"	
NAME				"Record Name"	SPC_NOMOD				61		
NSEV				"New Alarm Severity"	SPC_NOMOD		2				menuAlarmSevr
NSTA				"New Alarm Status"	SPC_NOMOD		2				menuAlarmStat
PACT				"Record active"	SPC_NOMOD		1				
PHAS			GUI_SCAN	"Scan Phase"	SPC_SCAN		1				
PINI			GUI_SCAN	"Process at iocInit"			1				menuPini
PPN				"addr of PUTNOTIFY"	SPC_NOMOD		4			"struct putNotify *ppn"	
PPNR				"pputNotifyRecord"	SPC_NOMOD		4			"struct putNotifyRecord *ppnr"	
PREC			GUI_DISPLAY	"Display Precision"			1				
PRIO			GUI_SCAN	"Scheduling Priority"	SPC_SCAN		1				menuPriority
PROC				"Force Processing"		TRUE	3				
PUTF				"dbPutField process"	SPC_NOMOD		1				
RDES				"Address of dbRecordType"	SPC_NOMOD		4			"struct dbRecordType *rdes"	
RPRO				"Reprocess "	SPC_NOMOD		1				
RSET				"Address of RSET"	SPC_NOMOD		4			"struct rset      *rset"	
SCAN			GUI_SCAN	"Scan Mechanism"	SPC_SCAN		1				menuScan
SDIS			GUI_SCAN	"Scanning Disable"			1				
SELL			GUI_INPUTS	"Link Selection Loc"			1				
SELM			GUI_INPUTS	"Select Mechanism"			1				sseqSELM
SELN		"1"		"Link Selection"			1				
SEVR		"INVALID"		"Alarm Severity"	SPC_NOMOD						menuAlarmSevr
SPVT				"Scan Private"	SPC_NOMOD		4			"struct scan_element *spvt"	
STAT		"UDF"		"Alarm Status"	SPC_NOMOD						menuAlarmStat
STR1			GUI_SEQ1	"String value 1"	SPC_MOD		4		40		
STR2			GUI_SEQ1	"String value 2"	SPC_MOD		4		40		
STR3			GUI_SEQ1	"String value 3"	SPC_MOD		4		40		
STR4			GUI_SEQ1	"String value 4"	SPC_MOD		4		40		
STR5			GUI_SEQ1	"String value 5"	SPC_MOD		4		40		
STR6			GUI_SEQ1	"String value 6"	SPC_MOD		4		40		
STR7			GUI_SEQ1	"String value 7"	SPC_MOD		4		40		
STR8			GUI_SEQ1	"String value 8"	SPC_MOD		4		40		
STR9			GUI_SEQ1	"String value 9"	SPC_MOD		4		40		
STRA			GUI_SEQ1	"String value A"	SPC_MOD		4		40		
TIME				"Time"	SPC_NOMOD		2			"epicsTimeStamp   time"	
TPRO				"Trace Processing"							
TSE			GUI_SCAN	"Time Stamp Event"			1				
TSEL			GUI_SCAN	"Time Stamp Link"			1				
UDF		"1"	GUI_COMMON	"Undefined"		TRUE	1				
VAL	ASL0			"Used to trigger"		TRUE					
WAIT1			GUI_SEQ1	"Wait for completion?"			1				sseqWAIT
WAIT2			GUI_SEQ1	"Wait for completion?"			1				sseqWAIT
WAIT3			GUI_SEQ1	"Wait for completion?"			1				sseqWAIT
WAIT4			GUI_SEQ1	"Wait for completion?"			1				sseqWAIT
WAIT5			GUI_SEQ1	"Wait for completion?"			1				sseqWAIT
WAIT6			GUI_SEQ1	"Wait for completion?"			1				sseqWAIT
WAIT7			GUI_SEQ1	"Wait for completion?"			1				sseqWAIT
WAIT8			GUI_SEQ1	"Wait for completion?"			1				sseqWAIT
WAIT9			GUI_SEQ1	"Wait for completion?"			1				sseqWAIT
WAITA			GUI_SEQ1	"Wait for completion?"			1				sseqWAIT
WTG1					SPC_NOMOD		1				
WTG2					SPC_NOMOD		1				
WTG3					SPC_NOMOD		1				
WTG4					SPC_NOMOD		1				
WTG5					SPC_NOMOD		1				
WTG6					SPC_NOMOD		1				
WTG7					SPC_NOMOD		1				
WTG8					SPC_NOMOD		1				
WTG9					SPC_NOMOD		1				
WTGA							1				
