field	asl	initial	promptgroup	prompt	special	pp	interest	base	size	extra	menu
FRSV			GUI_BITS1	"State Four Severity"		TRUE	1				menuAlarmSevr
FRVL			GUI_BITS1	"Four Value"	SPC_MOD	TRUE	1	HEX			
FTST			GUI_BITS2	"Fourteen String"	SPC_MOD	TRUE	1		26		
FTSV			GUI_BITS2	"State Fourteen Sevr"		TRUE	1				menuAlarmSevr
FTVL			GUI_BITS2	"Fourteen Value"	SPC_MOD	TRUE	1	HEX			
FVST			GUI_BITS1	"Five String"	SPC_MOD	TRUE	1		26		
FVSV			GUI_BITS1	"State Five Severity"		TRUE	1				menuAlarmSevr
FVVL			GUI_BITS1	"Five Value"	SPC_MOD	TRUE	1	HEX			
IVOA			GUI_MBB	"INVALID outpt action"			2				menuIvoa
IVOV			GUI_MBB	"INVALID output value"			2				
LALM				"Last Value Alarmed"	SPC_NOMOD		3				
LCNT				"Lock Count"	SPC_NOMOD		2				
LSET				"Lock Set"	SPC_NOMOD		4			"struct lockRecord *lset"	
MASK				"Hardware Mask"	SPC_NOMOD		1				
MLIS				"Monitor List"	SPC_NOMOD		4			"ELLLIST          mlis"	
MLOK				"Monitor lock"	SPC_NOMOD		4			"epicsMutexId     mlok"	
MLST				"Last Value Monitored"	SPC_NOMOD		3				
NAME				"Record Name"	SPC_NOMOD				61		
NIST			GUI_BITS2	"Nine String"	SPC_MOD	TRUE	1		26		
NISV			GUI_BITS2	"State Nine Severity"		TRUE	1				menuAlarmSevr
NIVL			GUI_BITS2	"Nine Value"	SPC_MOD	TRUE	1	HEX			
NOBT			GUI_MBB	"Number of Bits"	SPC_NOMOD		1				
NSEV				"New Alarm Severity"	SPC_NOMOD		2				menuAlarmSevr
NSTA				"New Alarm Status"	SPC_NOMOD		2				menuAlarmStat
OMSL			GUI_MBB	"Output Mode Select"			1				menuOmsl
ONST			GUI_BITS1	"One String"	SPC_MOD	TRUE	1		26		
ONSV			GUI_BITS1	"State One Severity"		TRUE	1				menuAlarmSevr
ONVL			GUI_BITS1	"One Value"	SPC_MOD	TRUE	1	HEX			
ORAW				"Prev Raw Value"	SPC_NOMOD		3				
ORBV				"Prev Readback Value"	SPC_NOMOD		3				
OUT			GUI_MBB	"Output Specification"			1				
PACT				"Record active"	SPC_NOMOD		1				
PHAS			GUI_SCAN	"Scan Phase"	SPC_SCAN		1				
PINI			GUI_SCAN	"Process at iocInit"			1				menuPini
PPN				"addr of PUTNOTIFY"	SPC_NOMOD		4			"struct putNotify *ppn"	
PPNR				"pputNotifyRecord"	SPC_NOMOD		4			"struct putNotifyRecord *ppnr"	
PRIO			GUI_SCAN	"Scheduling Priority"	SPC_SCAN		1				menuPriority
PROC				"Force Processing"		TRUE	3				
PUTF				"dbPutField process"	SPC_NOMOD		1				
RBV				"Readback Value"	SPC_NOMOD						
RDES				"Address of dbRecordType"	SPC_NOMOD		4			"struct dbRecordType *rdes"	
RPRO				"Reprocess "	SPC_NOMOD		1				
RSET				"Address of RSET"	SPC_NOMOD		4			"struct rset      *rset"	
RVAL				"Raw Value"		TRUE					
SCAN			GUI_SCAN	"Scan Mechanism"	SPC_SCAN		1				menuScan
SDEF				"States Defined"	SPC_NOMOD		3				
SDIS			GUI_SCAN	"Scanning Disable"			1				
SEVR		"INVALID"		"Alarm Severity"	SPC_NOMOD						menuAlarmSevr
SHFT			GUI_MBB	"Shift"			1				
SIML			GUI_MBB	"Sim Mode Location"			1				
SIMM				"Simulation Mode"			1				menuYesNo
SIMS			GUI_MBB	"Sim mode Alarm Svrty"			2				menuAlarmSevr
SIOL			GUI_MBB	"Sim Output Specifctn"			1				
SPVT				"Scan Private"	SPC_NOMOD		4			"struct scan_element *spvt"	
STAT		"UDF"		"Alarm Status"	SPC_NOMOD						menuAlarmStat
SVST			GUI_BITS1	"Seven String"	SPC_MOD	TRUE	1		26		
SVSV			GUI_BITS1	"State Seven Severity"		TRUE	1				menuAlarmSevr
SVVL			GUI_BITS1	"Seven Value"	SPC_MOD	TRUE	1	HEX			
SXST			GUI_BITS1	"Six String"	SPC_MOD	TRUE	1		26		
SXSV			GUI_BITS1	"State Six Severity"		TRUE	1				menuAlarmSevr
SXVL			GUI_BITS1	"Six Value"	SPC_MOD	TRUE	1	HEX			
TEST			GUI_BITS2	"Ten String"	SPC_MOD	TRUE	1		26		
TESV			GUI_BITS2	"State Ten Severity"		TRUE	1				menuAlarmSevr
TEVL			GUI_BITS2	"Ten Value"	SPC_MOD	TRUE	1	HEX			
THST			GUI_BITS1	"Three String"	SPC_MOD	TRUE	1		26		
THSV			GUI_BITS1	"State Three Severity"		TRUE	1				menuAlarmSevr
THVL			GUI_BITS1	"Three Value"	SPC_MOD	TRUE	1	HEX			
TIME				"Time"	SPC_NOMOD		2			"epicsTimeStamp   time"	
TPRO				"Trace Processing"							
TSE			GUI_SCAN	"Time Stamp Event"			1				
TSEL			GUI_SCAN	"Time Stamp Link"			1				
TTST			GUI_BITS2	"Thirteen String"	SPC_MOD	TRUE	1		26		
TTSV			GUI_BITS2	"State Thirteen Sevr"		TRUE	1				menuAlarmSevr
TTVL			GUI_BITS2	"Thirteen Value"	SPC_MOD	TRUE	1	HEX			
TVST			GUI_BITS2	"Twelve String"	SPC_MOD	TRUE	1		26		
TVSV			GUI_BITS2	"State Twelve Severity"		TRUE	1				menuAlarmSevr
TVVL			GUI_BITS2	"Twelve Value"	SPC_MOD	TRUE	1	HEX			
TWST			GUI_BITS1	"Two String"	SPC_MOD	TRUE	1		26		
TWSV			GUI_BITS1	"State Two Severity"		TRUE	1				menuAlarmSevr
TWVL			GUI_BITS1	"Two Value"	SPC_MOD	TRUE	1	HEX			
UDF		"1"	GUI_COMMON	"Undefined"		TRUE	1				
UNSV			GUI_MBB	"Unknown State Sevr"		TRUE	1				menuAlarmSevr
VAL	ASL0		GUI_OUTPUT	"Desired Value"	SPC_DBADDR	TRUE					
ZRST			GUI_BITS1	"Zero String"	SPC_MOD	TRUE	1		26		
ZRSV			GUI_BITS1	"State Zero Severity"		TRUE	1				menuAlarmSevr
ZRVL			GUI_BITS1	"Zero Value"	SPC_MOD	TRUE	1	HEX			
