field	asl	initial	promptgroup	prompt	special	pp	interest	base	size	extra	menu
HLPR		"-4"	GUI_LINKS	"IG Log10 High Display"			1				
HOPR		"0.0001"	GUI_HIST	"IG Pres High Display"			1				
HSV			GUI_DISPLAY	"IG High Severity"		TRUE	1				menuAlarmSevr
HYST			GUI_DISPLAY	"IG Alarm Deadband"			1				
IG1R				"Ion Gauge 1 Read"	SPC_NOMOD						vsOFFON
IG1S			GUI_ALARMS	"Ion Gauge 1 Set"	SPC_MOD	TRUE	1				vsOFFON
IG2R				"Ion Gauge 2 Read"	SPC_NOMOD						vsOFFON
IG2S			GUI_ALARMS	"Ion Gauge 2 Set"	SPC_MOD	TRUE	1				vsOFFON
INP			GUI_COMMON	"Device Specification"	SPC_NOMOD		1				
LALM				"IG Last Value Alarmed"	SPC_NOMOD		3				
LALR		"-4"	GUI_SELECT	"CGA Log10 Low Display"			1				
LAPR		"0.0001"	GUI_PID	"CGA Pres Low Display"			1				
LBLR		"-4"	GUI_TIMER	"CGB Log10 Low Display"			1				
LBPR		"0.0001"	GUI_SEQ3	"CGB Pres Low Display"			1				
LCAP				"Conv-A Log10 Pressure"	SPC_NOMOD						
LCBP				"Conv-B Log10 Pressure"	SPC_NOMOD						
LCNT				"Lock Count"	SPC_NOMOD		2				
LLPR		"-12"	GUI_MBB	"IG Log10 Low Display"			1				
LLSV			GUI_DISPLAY	"IG Lolo Severity"		TRUE	1				menuAlarmSevr
LOLO		"1e-12"	GUI_DISPLAY	"IG Lolo Alarm"		TRUE	1				
LOPR		"1e-12"	GUI_INPUTS	"IG Pres Low Display"			1				
LOW		"2e-12"	GUI_DISPLAY	"IG Low Alarm"		TRUE	1				
LPRS				"IG Log10 Pressure"	SPC_NOMOD						
LSET				"Lock Set"	SPC_NOMOD		4			"struct lockRecord *lset"	
LSV			GUI_DISPLAY	"IG Low Severity"		TRUE	1				menuAlarmSevr
MLIS				"Monitor List"	SPC_NOMOD		4			"ELLLIST          mlis"	
MLOK				"Monitor lock"	SPC_NOMOD		4			"epicsMutexId     mlok"	
NAME				"Record Name"	SPC_NOMOD				61		
NSEV				"New Alarm Severity"	SPC_NOMOD		2				menuAlarmSevr
NSTA				"New Alarm Status"	SPC_NOMOD		2				menuAlarmStat
PACT				"Record active"	SPC_NOMOD		1				
PCGA				"prev Conv-A Pres"	SPC_NOMOD						
PCGB				"prev Conv-B Pres"	SPC_NOMOD						
PDGS				"prev Degas"	SPC_NOMOD						vsOFFON
PDSS				"prev Degas"	SPC_NOMOD						vsOFFON
PFLT				"prev Fault"	SPC_NOMOD						vsOFFON
PHAS			GUI_SCAN	"Scan Phase"	SPC_SCAN		1				
PI1S				"prev Ion Gauge 1"	SPC_NOMOD						vsOFFON
PI2S				"prev Ion Gauge 2"	SPC_NOMOD						vsOFFON
PIG1				"prev Ion Gauge 1"	SPC_NOMOD						vsOFFON
PIG2				"prev Ion Gauge 2"	SPC_NOMOD						vsOFFON
PINI			GUI_SCAN	"Process at iocInit"			1				menuPini
PLCA				"prev Conv-A Log10 Pres"	SPC_NOMOD						
PLCB				"prev Conv-B Log10 Pres"	SPC_NOMOD						
PLPE				"prev IG Log10 Pres"	SPC_NOMOD						
PPN				"addr of PUTNOTIFY"	SPC_NOMOD		4			"struct putNotify *ppn"	
PPNR				"pputNotifyRecord"	SPC_NOMOD		4			"struct putNotifyRecord *ppnr"	
PPRE				"prev Gauge Pres"	SPC_NOMOD						
PRES				"Gauge Pressure"	SPC_NOMOD						
PRIO			GUI_SCAN	"Scheduling Priority"	SPC_SCAN		1				menuPriority
PROC				"Force Processing"		TRUE	3				
PS1R				"prev SP1 Readback"	SPC_NOMOD						
PS1S				"prev SP1 Set"	SPC_NOMOD						
PS2R				"prev SP2 Readback"	SPC_NOMOD						
PS2S				"prev SP2 Set"	SPC_NOMOD						
PS3R				"prev SP3 Readback"	SPC_NOMOD						
PS3S				"prev SP3 Set"	SPC_NOMOD						
PS4R				"prev SP4 Readback"	SPC_NOMOD						
PS4S				"prev SP4 Set"	SPC_NOMOD						
PSP1				"prev Set Point 1"	SPC_NOMOD						vsOFFON
PSP2				"prev Set Point 2"	SPC_NOMOD						vsOFFON
PSP3				"prev Set Point 3"	SPC_NOMOD						vsOFFON
PSP4				"prev Set Point 4"	SPC_NOMOD						vsOFFON
PSP5				"prev Set Point 5"	SPC_NOMOD						vsOFFON
PSP6				"prev Set Point 6"	SPC_NOMOD						vsOFFON
PUTF				"dbPutField process"	SPC_NOMOD		1				
PVAL				"prev Gauge Pres"	SPC_NOMOD						
RDES				"Address of dbRecordType"	SPC_NOMOD		4			"struct dbRecordType *rdes"	
RPRO				"Reprocess "	SPC_NOMOD		1				
RSET				"Address of RSET"	SPC_NOMOD		4			"struct rset      *rset"	
SCAN			GUI_SCAN	"Scan Mechanism"	SPC_SCAN		1				menuScan
SDIS			GUI_SCAN	"Scanning Disable"			1				
SEVR		"INVALID"		"Alarm Severity"	SPC_NOMOD						menuAlarmSevr
SP1				"Set Point 1"	SPC_NOMOD						vsOFFON
SP1R				"SP 1 Readback"	SPC_NOMOD						
SP1S				"SP 1 Setpoint Set"	SPC_MOD	TRUE					
SP2				"Set Point 2"	SPC_NOMOD						vsOFFON
SP2R				"SP 2 Readback"	SPC_NOMOD						
SP2S				"SP 2 Setpoint Set"	SPC_MOD	TRUE					
SP3				"Set Point 3"	SPC_NOMOD						vsOFFON
SP3R				"SP 3 Readback"	SPC_NOMOD						
SP3S				"SP 3 Setpoint Set"	SPC_MOD	TRUE					
SP4				"Set Point 4"	SPC_NOMOD						vsOFFON
SP4R				"SP 4 Readback"	SPC_NOMOD						
SP4S				"SP 4 Setpoint Set"	SPC_MOD	TRUE					
SP5				"Set Point 5"	SPC_NOMOD						vsOFFON
SP6				"Set Point 6"	SPC_NOMOD						vsOFFON
SPVT				"Scan Private"	SPC_NOMOD		4			"struct scan_element *spvt"	
STAT		"UDF"		"Alarm Status"	SPC_NOMOD						menuAlarmStat
TIME				"Time"	SPC_NOMOD		2			"epicsTimeStamp   time"	
TPRO				"Trace Processing"							
TSE			GUI_SCAN	"Time Stamp Event"			1				
TSEL			GUI_SCAN	"Time Stamp Link"			1				
TYPE				"Controller Type"	SPC_MOD		1				vsTYPE
UDF		"1"	GUI_COMMON	"Undefined"		TRUE	1				
VAL				"Gauge Pressure"	SPC_NOMOD						
