field	asl	initial	promptgroup	prompt	special	pp	interest	base	size	extra	menu
MODS			GUI_BITS2	"Mode"	SPC_MOD	TRUE					digitelMODS
NAME				"Record Name"	SPC_NOMOD				61		
NSEV				"New Alarm Severity"	SPC_NOMOD		2				menuAlarmSevr
NSTA				"New Alarm Status"	SPC_NOMOD		2				menuAlarmStat
PACT				"Record active"	SPC_NOMOD		1				
PHAS			GUI_SCAN	"Scan Phase"	SPC_SCAN		1				
PINI			GUI_SCAN	"Process at iocInit"			1				menuPini
PPN				"addr of PUTNOTIFY"	SPC_NOMOD		4			"struct putNotify *ppn"	
PPNR				"pputNotifyRecord"	SPC_NOMOD		4			"struct putNotifyRecord *ppnr"	
PRIO			GUI_SCAN	"Scheduling Priority"	SPC_SCAN		1				menuPriority
PROC				"Force Processing"		TRUE	3				
PTYP				"Pump Type"	SPC_NOMOD						digitelPTYP
PUTF				"dbPutField process"	SPC_NOMOD		1				
RDES				"Address of dbRecordType"	SPC_NOMOD		4			"struct dbRecordType *rdes"	
RPRO				"Reprocess "	SPC_NOMOD		1				
RSET				"Address of RSET"	SPC_NOMOD		4			"struct rset      *rset"	
S1HR				"SP1 HY Readback"	SPC_NOMOD						
S1HS				"SP1 Hysteresis"	SPC_MOD	TRUE					
S1MR				"SP1 Mode Readback"	SPC_NOMOD						digitelS1MS
S1MS			GUI_HIST	"SP1 Mode"	SPC_MOD	TRUE					digitelS1MS
S1VR				"SP1 HVI Readback"	SPC_NOMOD						digitelS1VS
S1VS			GUI_INPUTS	"SP1 HV Interlock"	SPC_MOD	TRUE					digitelS1VS
S2HR				"SP2 HY Readback"	SPC_NOMOD						
S2HS				"SP2 Hysteresis"	SPC_MOD	TRUE					
S2MR				"SP2 Mode Readback"	SPC_NOMOD						digitelS1MS
S2MS			GUI_LINKS	"SP2 Mode"	SPC_MOD	TRUE					digitelS1MS
S2VR				"SP2 HVI Readback"	SPC_NOMOD						digitelS1VS
S2VS			GUI_MBB	"SP2 HV Interlock"	SPC_MOD	TRUE					digitelS1VS
S3BR				"Bake Time Mode Read"	SPC_NOMOD						digitelS3BS
S3BS			GUI_MOTOR	"Bake Time Mode Set"	SPC_MOD	TRUE					digitelS3BS
S3HR				"SP3 HY Readback"	SPC_NOMOD						
S3HS				"SP3 Hysteresis"	SPC_MOD	TRUE					
S3MR				"SP3 Mode Readback"	SPC_NOMOD						digitelS1MS
S3MS			GUI_LINKS	"SP3 Mode"	SPC_MOD	TRUE					digitelS1MS
S3TR				"Bake Time Read"	SPC_NOMOD						
S3TS				"Bake Time Set"	SPC_MOD	TRUE					
S3VR				"SP3 HVI Readback"	SPC_NOMOD						digitelS1VS
S3VS			GUI_MBB	"SP3 HV Interlock"	SPC_MOD	TRUE					digitelS1VS
SCAN			GUI_SCAN	"Scan Mechanism"	SPC_SCAN		1				menuScan
SDIS			GUI_SCAN	"Scanning Disable"			1				
SET1				"Setpoint 1"	SPC_NOMOD						digitelSET1
SET2				"Setpoint 2"	SPC_NOMOD						digitelSET1
SET3				"Setpoint 3"	SPC_NOMOD						digitelSET1
SEVR		"INVALID"		"Alarm Severity"	SPC_NOMOD						menuAlarmSevr
SIML			GUI_DISPLAY	"Sim Mode Location"	SPC_NOMOD		1				
SIMM				"Sim Mode Value"			1				menuYesNo
SLCR			GUI_DISPLAY	"Sim Location Current"	SPC_NOMOD		1				
SLMO			GUI_DISPLAY	"Sim Location Mode"	SPC_NOMOD		1				
SLS1			GUI_DISPLAY	"Sim Location SP1"	SPC_NOMOD		1				
SLS2			GUI_DISPLAY	"Sim Location SP2"	SPC_NOMOD		1				
SP1R				"SP1 SP Readback"	SPC_NOMOD						
SP1S				"SP1 Setpoint"	SPC_MOD	TRUE					
SP2R				"SP2 SP Readback"	SPC_NOMOD						
SP2S				"SP2 Setpoint"	SPC_MOD	TRUE					
SP3R				"SP3 SP Readback"	SPC_NOMOD						
SP3S				"SP3 Setpoint"	SPC_MOD	TRUE					
SPFG				"Setpoint Flags"	SPC_NOMOD						
SPVT				"Scan Private"	SPC_NOMOD		4			"struct scan_element *spvt"	
STAT		"UDF"		"Alarm Status"	SPC_NOMOD						menuAlarmStat
SVCR				"Sim Value Current"							
SVMO				"Sim Value Mode"							digitelMODS
SVS1				"Sim Value SP1"							digitelSET1
SVS2				"Sim Value SP2"							digitelSET1
TIME				"Time"	SPC_NOMOD		2			"epicsTimeStamp   time"	
TONL				"Time Online"	SPC_NOMOD						
TPRO				"Trace Processing"							
TSE			GUI_SCAN	"Time Stamp Event"			1				
TSEL			GUI_SCAN	"Time Stamp Link"			1				
TYPE			GUI_BITS2	"Controller Type"	SPC_MOD	TRUE					digitelTYPE
UDF		"1"	GUI_COMMON	"Undefined"		TRUE	1				
VAL	ASL0			"Pressure"	SPC_NOMOD						
VOLT				"Voltage"	SPC_NOMOD						
